FID	IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
394_215293880	394_215293880	-0.1652252	0.138804	0.04450402	-0.04488853	0.01678131	-0.0005549303	-0.0006574383	-0.02706395	-0.01042386	-0.005184069
395_215287970	395_215287970	-0.1627293	0.1373335	0.04658644	-0.04052187	0.01452469	0.003272058	-0.0009423196	-0.03174702	-0.01316181	-0.01205694
396_215297920	396_215297920	-0.1675577	0.1401098	0.04539297	-0.04359462	0.01880284	0.002113291	-0.002416436	-0.03095197	-0.01291495	-0.006274452
397_215285160	397_215285160	-0.1651602	0.1421964	0.047569	-0.04550665	0.01976628	0.006585256	0.002206965	-0.02616688	-0.010857	-0.008669245
398_215298310	398_215298310	-0.1671782	0.1376613	0.04257844	-0.04313376	0.01809966	0.003724263	-0.001006112	-0.0284338	-0.01014913	-0.006308127
399_215286690	399_215286690	-0.1619939	0.1362792	0.04548583	-0.0423551	0.01509353	0.001049705	-0.000100797	-0.02955975	-0.01273259	-0.00248449
400_1031496716	400_1031496716	-0.1546317	0.1304265	0.03893655	-0.04022564	0.008919393	-0.0003822917	0.001293873	-0.008716012	-0.004977537	-0.003904791
401_215293990	401_215293990	-0.1679946	0.1397001	0.04360969	-0.04407956	0.01053517	0.001410064	-0.002885241	-0.02933334	-0.009536299	-0.006853961
402_1130828654	402_1130828654	-0.1570988	0.1272827	0.04089866	-0.03700038	0.0383618	0.001730159	-0.0003011638	-0.01092152	-0.005261269	-2.097286e-05
403_1150205844	403_1150205844	-0.1557283	0.1286714	0.03830274	-0.03945531	0.002476165	0.001638635	-0.00215233	-0.01207349	-0.002769627	0.001795558
404_1089787358	404_1089787358	-0.1557749	0.1252307	0.03729934	-0.03714633	0.03098659	0.004203998	0.0005392387	-0.007497614	-0.003082957	0.0004432903
405_1054520496	405_1054520496	-0.1540877	0.1324191	0.04088517	-0.04602658	0.02072112	0.003981878	1.128665e-05	-0.003998834	-0.00163498	-0.005192653
406_ARC773	406_ARC773	-0.1407903	0.1266473	0.04332964	-0.04771767	-0.03129306	-0.003508842	-0.002335166	0.001911227	0.001254984	-0.00171588
407_EA4182	407_EA4182	-0.1609436	0.1416801	0.04266926	-0.04252304	0.01235198	0.004248557	0.0009001421	-0.02314449	-0.008505231	-0.006982259
408_ARC539	408_ARC539	-0.1374651	0.1287642	0.04268953	-0.04433795	-0.03852084	-0.0004195343	-0.001480186	0.004548617	0.00461449	-0.0005211931
409_578	409_578	-0.155616	0.13621	0.04430826	-0.04590527	0.01140249	0.00141761	-0.0002841418	-0.01929294	-0.006937378	-0.006519964
410_770	410_770	-0.163889	0.13968	0.04251202	-0.04057563	0.0183153	0.002304961	-7.391614e-05	-0.03440497	-0.01194554	-0.007538742
411_866	411_866	-0.1643676	0.1399383	0.04362873	-0.0428411	0.02428903	0.005580035	-0.0006682884	-0.0280579	-0.01070558	-0.008604292
412_674	412_674	-0.1669657	0.1404183	0.04542598	-0.04547208	0.02302114	0.004995033	-0.0005494931	-0.03059658	-0.01075443	-0.00502429
413_386	413_386	-0.163824	0.1388591	0.04348116	-0.04544411	0.01884494	0.005193361	-0.002097105	-0.02592369	-0.01172965	-0.008386961
414_482	414_482	-0.1605532	0.1321014	0.04608859	-0.03863351	0.01450753	0.006118643	-0.001462988	-0.02395566	-0.008324068	-0.005111555
415_290	415_290	-0.1693402	0.1430282	0.05053589	-0.03913511	0.02814627	0.003506366	0.0007878604	-0.03108477	-0.01348756	-0.005589025
416_2	416_2	-0.1671327	0.1440212	0.04300997	-0.04286779	0.02410291	0.004421112	-0.0004322033	-0.02528244	-0.008682036	-0.006406211
417_98	417_98	-0.08910072	-0.0329812	0.03328571	-0.04531861	0.008546035	0.03983633	0.001391849	-0.01057467	-0.003511074	-0.003171492
418_194	418_194	-0.1597269	0.1370976	0.04244868	-0.0405616	0.01176011	0.001296262	-0.001052569	-0.02098443	-0.009934586	-0.005413073
419_215287310	419_215287310	-0.1645084	0.1426306	0.04570386	-0.04407893	0.01337456	0.001893789	0.0001823983	-0.03166768	-0.01711475	-0.004515422
420_215292030	420_215292030	-0.1637243	0.1324555	0.04424239	-0.04228349	0.02793475	0.00280826	-9.261392e-05	-0.02544759	-0.01093877	-0.004714357
421_215293290	421_215293290	-0.1693735	0.1414366	0.0438702	-0.03984569	0.01492533	0.003305303	-0.0003637346	-0.0359522	-0.01344741	-0.006250751
422_215294500	422_215294500	-0.1654877	0.1375833	0.04526244	-0.04360207	0.01606524	0.003631248	-0.0001797646	-0.02944264	-0.01162197	-0.005891168
424_215293540	424_215293540	-0.1652238	0.1393975	0.04552947	-0.04177005	0.01507485	0.003831993	-0.0007654357	-0.02948719	-0.01180828	-0.01286155
425_215293890	425_215293890	-0.1677963	0.1403736	0.04355521	-0.04403784	0.01355631	0.003387108	-0.002735089	-0.0284299	-0.00980437	-0.007535069
426_1150143311	426_1150143311	-0.1552814	0.1271801	0.03811555	-0.04265426	0.006598786	0.000109763	0.001330239	-0.01349896	-0.005386829	-0.002330869
427_1015176634	427_1015176634	-0.155901	0.1277579	0.03782749	-0.04062214	0.02365472	0.002667446	0.001404665	-0.008741265	-0.001067031	-0.001500793
428_1150149131	428_1150149131	-0.1537424	0.1288895	0.04258524	-0.04180218	0.008846354	0.002059397	0.0007467636	-0.01026138	-0.006194994	-0.0007662931
429_1125298781	429_1125298781	-0.155104	0.1326297	0.03831997	-0.04167088	0.006099893	0.001558202	-0.0002626736	-0.01233134	-0.004632587	-0.004161132
430_EA4046	430_EA4046	-0.1655022	0.1407768	0.04316384	-0.03938295	0.01745678	0.001426847	-0.0004017099	-0.03774845	-0.01180789	-0.006737983
431_986	431_986	-0.1700453	0.143544	0.04133309	-0.04454044	0.03175639	0.005553429	-0.001789508	-0.03302731	-0.01254148	-0.008379418
432_ARC693	432_ARC693	-0.1346489	0.1312495	0.04402133	-0.04706596	-0.03346512	-0.002961806	-0.004892636	0.001650685	0.002058641	-0.00211047
433_938	433_938	-0.164843	0.1370717	0.04435236	-0.03888628	0.02420335	0.005572365	-0.0008209511	-0.02920297	-0.01298145	-0.005867243
434_554	434_554	-0.1618511	0.1362272	0.03980524	-0.04395459	0.01525662	0.002182073	-0.0008152178	-0.02558006	-0.00825367	-0.005286866
435_746	435_746	-0.06559003	-0.0357514	-0.1324042	0.02033178	0.005101438	-0.00107714	-0.0006248909	0.00124801	0.001871198	-0.008186783
436_842	436_842	-0.1614243	0.1361282	0.04214778	-0.04025718	0.01442504	0.003962561	0.003068453	-0.02296724	-0.01030463	-0.005435773
437_458	437_458	-0.1697377	0.1417952	0.04498942	-0.04414182	0.03085191	0.004404492	0.001578281	-0.03265039	-0.01265902	-0.007399825
438_650	438_650	-0.1668999	0.140902	0.03790634	-0.04358794	0.02630626	0.007216614	-0.001037842	-0.03147201	-0.01097766	-0.00869253
439_362	439_362	-0.166507	0.1415864	0.04773969	-0.04527584	0.0169342	0.003079822	0.00036291	-0.02790668	-0.01141734	-0.00731067
440_74	440_74	-0.1630853	0.1377702	0.04511239	-0.04795523	0.02070923	0.003186816	0.0006598433	-0.02680373	-0.01263979	-0.007748215
441_170	441_170	-0.1613724	0.1350678	0.04359381	-0.0474575	0.01953054	0.0003121778	-0.00094996	-0.02729639	-0.01164652	-0.007390629
442_266	442_266	-0.08283092	-0.04008672	0.03606588	-0.0427938	0.002481422	0.02502137	-0.0008919572	-0.01175497	-0.003599958	-0.0003364249
443_215294490	443_215294490	-0.1654011	0.1429928	0.04303301	-0.03974268	0.0158758	0.001139786	-0.0002879	-0.02621114	-0.01154685	-0.00973192
444_215299430	444_215299430	-0.1669984	0.1425138	0.04313612	-0.03941458	0.0213933	0.004176744	4.249027e-05	-0.03378211	-0.01190226	-0.008419687
445_215298940	445_215298940	-0.1612455	0.1400965	0.04083695	-0.04291877	0.01744812	0.003325601	-0.001580061	-0.029935	-0.01385536	-0.005848033
446_215286650	446_215286650	-0.1662294	0.1364454	0.04295947	-0.04127776	0.01378395	0.002214122	-0.001427754	-0.02682624	-0.01009753	-0.007364187
447_215291910	447_215291910	-0.1665839	0.1391758	0.04311215	-0.0427134	0.01805053	0.004059919	0.0008658828	-0.03142636	-0.01417772	-0.01028133
448_215287780	448_215287780	-0.1670899	0.1401254	0.04243561	-0.04148898	0.01066108	0.007098733	-0.001222185	-0.02954333	-0.01116419	-0.008739719
449_1095885033	449_1095885033	-0.156666	0.1280143	0.04230898	-0.04390479	0.01508076	-0.001200871	0.001370281	-0.0123303	-0.005778213	-8.81137e-05
450_215289700	450_215289700	-0.1659209	0.1358962	0.04352356	-0.04236771	0.01421313	0.001274157	9.436041e-05	-0.03250712	-0.01180496	-0.008454484
451_1150143137	451_1150143137	-0.1588927	0.1306616	0.04110495	-0.04308096	0.02278145	0.002741225	-0.001524406	-0.01474371	-0.004410253	-0.005063247
452_1071555244	452_1071555244	-0.01593577	-0.2156221	0.05525036	-0.04010274	0.005368179	-0.05272884	-0.0005829496	-0.00582325	-0.002100961	0.0008083869
453_1137893149	453_1137893149	-0.1190729	0.07379302	-0.02491688	-0.0226533	-0.01238087	-0.002251699	0.0007462531	0.00249665	0.002218156	-0.00369187
454_ARC843	454_ARC843	-0.05876599	-0.0370433	0.08988736	0.1688656	0.007117129	0.004064709	-0.0003416096	-0.005793181	0.0008934608	0.0002959989
455_EA3744	455_EA3744	-0.1666153	0.1412933	0.04542176	-0.04105614	0.02252758	0.003534207	-0.001253441	-0.02581059	-0.01043327	-0.002880617
456_ARC586	456_ARC586	-0.1335951	0.1270274	0.04327019	-0.04029987	-0.03907512	-0.002091714	-0.001496351	0.009672912	0.005023508	-0.001104993
457_698	457_698	-0.1646412	0.1417057	0.04304544	-0.04088554	0.01692241	0.002230378	0.0001999666	-0.02886179	-0.01283715	-0.00818484
458_410	458_410	-0.1655207	0.1375842	0.04137721	-0.04241046	0.01595479	-0.0006288496	0.002174026	-0.02944648	-0.01293645	-0.006981855
459_602	459_602	-0.1663343	0.1397102	0.04457619	-0.04602253	0.01659402	0.005628765	-0.0006416234	-0.03875782	-0.01699716	-0.009221736
460_794	460_794	-0.1630242	0.1398038	0.04463314	-0.03953704	0.02329755	0.004842747	0.001588042	-0.01767982	-0.00302909	-0.01099906
461_506	461_506	-0.1594162	0.139485	0.0409807	-0.0435519	0.01639188	0.005909571	0.00163107	-0.02451154	-0.009386951	-0.001689371
462_890	462_890	-0.1655435	0.1361662	0.04827244	-0.04293192	0.02016959	0.003577063	-0.001720079	-0.02606981	-0.008386084	-0.01159342
463_122	463_122	-0.165882	0.1402123	0.04593484	-0.04303129	0.01764536	0.006825899	-0.001410493	-0.02637455	-0.01190705	-0.00979341
464_218	464_218	-0.1580753	0.1363264	0.04417882	-0.04157412	0.01491952	0.006259494	0.001518531	-0.02080476	-0.009114458	-0.008034041
465_314	465_314	-0.1654989	0.1379071	0.04316025	-0.03907138	0.007100213	0.001554616	0.0004534657	-0.02080789	-0.005478074	-0.00233112
466_26	466_26	-0.1645526	0.1385369	0.04270829	-0.04191624	0.01711164	0.00529456	-0.001060943	-0.02858657	-0.01018628	-0.008586042
467_215294180	467_215294180	-0.1690281	0.1430439	0.04302512	-0.04189598	0.01481275	-0.0005980567	0.0002495943	-0.02659516	-0.01071721	-0.00342261
469_215293910	469_215293910	-0.1659048	0.1381711	0.04238545	-0.04063467	0.0110522	0.004299616	0.0002117128	-0.02655133	-0.01052456	-0.004898795
470_215289090	470_215289090	-0.1670434	0.1387403	0.04627324	-0.04144855	0.0182785	0.005963723	-0.0004264822	-0.02826125	-0.01027552	-0.001463232
471_215286940	471_215286940	-0.1686724	0.1412808	0.04253534	-0.04221793	0.01647788	0.005806503	-0.0004206302	-0.02987316	-0.0100358	-0.007449144
474_215292700	474_215292700	-0.1629408	0.1409407	0.04340562	-0.04381555	0.01554289	0.003672123	-0.0005658631	-0.02821659	-0.01235235	-0.008919839
475_1141430930	475_1141430930	-0.1550339	0.1280425	0.03527373	-0.04205121	0.003295116	0.0002035287	-0.0004726389	-0.01115882	-0.005274449	-0.002476096
476_1109616785	476_1109616785	-0.1631228	0.1326657	0.04144106	-0.04259995	0.03479092	0.007302661	-0.0003485518	-0.03066827	-0.01356067	-0.005518407
477_1153919694	477_1153919694	-0.1536776	0.1272027	0.04259685	-0.04386608	0.008203378	-0.0001129804	-0.001426037	-0.006894314	-0.003903862	-0.00140714
478_EA3848	478_EA3848	-0.1644516	0.1395367	0.04621022	-0.0475279	0.01649965	0.001181165	-0.0005575834	-0.02655135	-0.0130988	-0.00819898
479_962	479_962	-0.1656368	0.1400843	0.04458747	-0.03865775	0.01709854	0.006221979	-0.001582692	-0.02158929	-0.006257673	-0.004809424
480_ARC634	480_ARC634	-0.137865	0.1308697	0.04370466	-0.04547716	-0.03295684	-0.002508421	0.001682751	0.005617764	0.00565906	0.004076321
481_914	481_914	-0.168088	0.1404375	0.04592553	-0.0477588	0.03200228	0.0006550478	0.0009277325	-0.03152206	-0.0123725	-0.006226161
482_722	482_722	-0.1636722	0.1337599	0.04220179	-0.0443164	0.01902948	0.002757216	0.0008234471	-0.02624234	-0.006469682	-0.005707581
483_530	483_530	-0.1641997	0.1369938	0.04038203	-0.04414348	0.02383	0.003285412	0.001876319	-0.02620077	-0.01254067	-0.0004628604
484_434	484_434	-0.166715	0.1416796	0.0439923	-0.04496983	0.02284875	0.001170033	0.001978387	-0.02388616	-0.006488796	-0.007731035
485_818	485_818	-0.09752873	0.06006038	-0.03375357	-0.01491281	-0.03519834	-0.005642621	0.001165559	0.008349846	-0.001649574	0.01002433
486_626	486_626	-0.1659393	0.1362006	0.04635584	-0.04070982	0.01403453	0.003382985	0.0002685766	-0.02582304	-0.01040838	-0.006439744
487_50	487_50	-0.1694587	0.1407699	0.04353623	-0.04689156	0.02203357	0.006171946	0.0005154958	-0.02575478	-0.009956926	-0.007015601
488_338	488_338	-0.1631449	0.1370112	0.04723616	-0.04630567	0.01988169	0.002033707	0.0008584322	-0.02646192	-0.01206154	-0.007125263
489_146	489_146	-0.1675266	0.1402735	0.04666139	-0.04536142	0.02577883	0.003433627	0.001830487	-0.02622649	-0.009681876	-0.004160563
490_242	490_242	-0.1627833	0.1415572	0.04026212	-0.04422488	0.01856152	0.0008358018	0.0002883783	-0.02432447	-0.007266894	-0.007960933
491_215288550	491_215288550	-0.1657827	0.1346473	0.03981143	-0.04043024	0.01258603	0.003164605	0.0007280667	-0.0277462	-0.01073999	-0.00937692
492_215284750	492_215284750	-0.1658451	0.1396821	0.0454346	-0.04112364	0.02637895	0.001909001	0.0004948576	-0.03049785	-0.01380747	-0.0102159
493_215292460	493_215292460	-0.1615035	0.1320945	0.0426781	-0.04331278	0.020603	0.002746393	-0.001272324	-0.02081699	-0.006964935	-0.008734128
494_215285600	494_215285600	-0.163616	0.1402491	0.0424255	-0.04519423	0.014552	0.002837104	-0.005972962	-0.02788624	-0.00807994	-0.009242192
495_215292230	495_215292230	-0.1677142	0.1374244	0.04954021	-0.03986994	0.01392582	0.001544083	-0.002178151	-0.03670935	-0.01366441	-0.008384027
496_215292690	496_215292690	-0.1649185	0.1370693	0.04180683	-0.04278166	0.01405232	0.002697519	-0.00055148	-0.03708879	-0.01236573	-0.006063128
497_215292580	497_215292580	-0.1666142	0.1401137	0.0425279	-0.0427782	0.01129243	0.005215395	-0.002180835	-0.02714254	-0.01002375	-0.006392331
498_1150147801	498_1150147801	-0.1536609	0.124678	0.0410096	-0.03815554	0.01921153	0.001857411	0.001972842	-0.006997001	-0.003001414	-0.00172783
499_1085418430	499_1085418430	-0.1540164	0.1243496	0.03637276	-0.0395406	0.02959069	0.00102287	-0.001767692	-0.004820126	-0.002913605	0.001068505
500_1150144675	500_1150144675	-0.1530672	0.1269285	0.03631802	-0.04046492	0.02211195	0.0003487171	0.0003400728	-0.007903837	-0.00497657	0.0002669212
501_1125322439	501_1125322439	-0.1550003	0.1332401	0.040155	-0.04275552	0.01362653	0.004509326	-0.001396252	-0.01232818	-0.003908177	-0.002263161
502_1034	502_1034	-0.1676257	0.1399006	0.04434887	-0.0430258	0.01835644	0.004310205	-0.001870804	-0.0264981	-0.01085357	-0.002338512
503_998	503_998	-0.1656165	0.1414717	0.0481977	-0.04864817	0.02153946	-0.0006003073	0.000618801	-0.03373689	-0.01469398	-0.004616561
504_ARC728	504_ARC728	-0.1438636	0.1318675	0.0458487	-0.04390205	-0.03497873	-0.001356447	-0.001646531	0.003140573	0.0004081959	-0.003584828
505_950	505_950	-0.1643238	0.1399992	0.04532096	-0.0456939	0.0111331	0.004502946	-0.0003578484	-0.01971267	-0.008632664	-0.006937205
506_566	506_566	-0.1692455	0.1416942	0.05055567	-0.04429408	0.02180623	0.005219661	0.002217367	-0.02557402	-0.008660394	-0.009888165
507_758	507_758	-0.1651658	0.1383451	0.04460121	-0.04598979	0.0214268	0.00589477	-0.0003921019	-0.02715591	-0.007896548	-0.006636497
508_854	508_854	-0.1674002	0.1382276	0.04843119	-0.04926704	0.02239066	0.005250919	0.0004040364	-0.01960479	-0.007842456	-0.006348617
509_470	509_470	-0.01646177	-0.2065014	0.04361127	-0.05027724	0.0003204967	0.01486592	-0.001201927	-0.001761906	0.002296927	0.0005031758
510_662	510_662	-0.1650824	0.1380793	0.04630469	-0.04111999	0.01786991	0.002834793	0.001096736	-0.02834799	-0.009419923	-0.002898507
511_374	511_374	-0.1675497	0.1381224	0.04479147	-0.04310236	0.02803278	0.00259091	-0.0007382187	-0.02911142	-0.01158864	-0.01192953
512_86	512_86	-0.1656318	0.1434534	0.04598391	-0.04698346	0.02576536	0.004055049	-0.0007333699	-0.0295067	-0.01595089	-0.00707059
513_182	513_182	-0.1637535	0.1377263	0.04243542	-0.04447209	0.02008355	0.002803139	-0.002110333	-0.01874857	-0.01062999	-0.008235092
514_278	514_278	-0.1659726	0.1356859	0.04517422	-0.04766221	0.02180093	0.004148742	0.0007744063	-0.0258209	-0.01377975	-0.007885302
515_215284600	515_215284600	-0.1672682	0.1391129	0.04192542	-0.04479316	0.0124167	0.005005563	3.008405e-05	-0.0325272	-0.01163609	-0.00680822
516_215288540	516_215288540	-0.1623378	0.138853	0.04995694	-0.04266737	0.01260608	0.003880354	-0.001331254	-0.02776692	-0.007483501	-0.0059729
517_215298740	517_215298740	-0.1637222	0.1382875	0.04390138	-0.04310859	0.008734334	0.00163915	-0.001306238	-0.02662828	-0.01031872	-0.00560736
518_215293490	518_215293490	-0.1664102	0.1448669	0.04281598	-0.04533326	0.01431355	0.003108414	-0.0009477072	-0.02664137	-0.01299346	-0.008542367
519_215284650	519_215284650	-0.1688431	0.1375864	0.04704702	-0.04519903	0.01457229	0.002652485	-1.113947e-05	-0.0309217	-0.01303694	-0.006984911
520_215287610	520_215287610	-0.1691586	0.1374382	0.04351644	-0.04353284	0.01938899	0.00364794	-0.002002022	-0.0298707	-0.01491241	-0.00858228
521_215283990	521_215283990	-0.1617049	0.1379623	0.03948348	-0.04031428	0.01747745	0.004761066	0.00160405	-0.03265434	-0.01444461	-0.005204263
522_1031466656	522_1031466656	-0.1572464	0.1274371	0.04030258	-0.03893184	-9.423721e-05	0.001558505	-0.00271169	-0.01486866	-0.00585268	-0.003178094
523_215292090	523_215292090	-0.1646521	0.1396713	0.0444996	-0.04127615	0.01996592	0.006507117	0.0002185645	-0.03077581	-0.01277986	-0.01176211
524_1131618854	524_1131618854	-0.1567965	0.1299469	0.04218474	-0.04132456	0.01737296	0.002542442	0.0002152917	-0.009825733	-0.005211213	-0.002708138
525_1150210879	525_1150210879	-0.1530045	0.120192	0.04120169	-0.04064701	0.03593727	-0.0003915755	0.001431209	-0.00693513	-0.002952075	-0.0007128991
526_1102113328	526_1102113328	-0.1538564	0.1278159	0.04136315	-0.04199459	0.003999751	0.002227236	-0.002112906	-0.0147737	-0.004294444	-0.003664223
527_1049735113	527_1049735113	-0.1545437	0.1285742	0.04111499	-0.0392317	0.01292971	0.002529854	0.0006684075	-0.0121215	-0.00522896	-0.00487257
528_ARC809	528_ARC809	-0.1660314	0.1340439	0.0447823	-0.04127413	0.0204951	0.003217975	-0.001916398	-0.02956804	-0.01206245	-0.008092976
529_EA4024	529_EA4024	-0.1611349	0.1379191	0.04433342	-0.03937168	0.01188624	0.001129273	0.001320517	-0.03162734	-0.01128584	-0.008476848
530_ARC559	530_ARC559	-0.1351442	0.1243188	0.03647296	-0.04100505	-0.03915543	0.0008569686	0.0002677193	0.005539573	0.001908526	0.001197049
531_590	531_590	-0.1674564	0.1402814	0.04768501	-0.0477169	0.02002772	0.005150598	-0.001227489	-0.02507615	-0.01271179	-0.005047034
532_782	532_782	-0.1664015	0.1422562	0.04943829	-0.04778494	0.02971734	0.006052367	0.001571126	-0.0267244	-0.01234591	-0.008009694
533_878	533_878	-0.165184	0.1389178	0.0452797	-0.04585466	0.02208326	0.004735791	-0.0004743307	-0.02147128	-0.007644594	-0.008781529
534_686	534_686	-0.1594454	0.1394977	0.04540091	-0.04332852	0.009205703	-0.0001230674	-0.00209157	-0.01810921	-0.005924543	-0.004143445
535_398	535_398	-0.1664665	0.1383042	0.04053587	-0.04717412	0.02704033	0.004470748	-0.0006064541	-0.02983911	-0.01018958	-0.006899388
536_494	536_494	0.1961648	0.05227287	0.007102689	-0.003925391	0.005663204	0.0006605327	0.02650316	0.003200623	-0.007435297	-0.000931383
537_302	537_302	-0.1702917	0.1423456	0.04371896	-0.04573961	0.01952192	0.002110136	-0.00126615	-0.02622912	-0.01067581	-0.01119718
538_14	538_14	-0.1681697	0.1386955	0.04275675	-0.04315286	0.02541077	0.0006518861	-0.0007859144	-0.03300741	-0.0135139	-0.005634484
539_110	539_110	-0.1593359	0.1361371	0.03843448	-0.04538806	0.007375173	0.002666318	0.001874568	-0.01955859	-0.008102753	-0.005888658
540_206	540_206	-0.1615861	0.1383819	0.04607919	-0.04616289	0.006381944	0.004216216	0.001348843	-0.02046317	-0.0082596	-0.004914065
541_215287860	541_215287860	-0.1665162	0.1412382	0.0494524	-0.04286736	0.01238579	0.004104892	-0.001386344	-0.02117462	-0.008751539	-0.005241276
542_215292860	542_215292860	-0.1603076	0.1369067	0.03881692	-0.04168788	0.006714731	0.005061235	-0.001801185	-0.02336597	-0.008594665	-0.004401505
543_215298200	543_215298200	-0.1705007	0.140438	0.04544551	-0.04427674	0.01598124	0.002950696	-0.002647281	-0.03560657	-0.01563107	-0.009547558
544_215287640	544_215287640	-0.1664506	0.1416973	0.04145701	-0.04074337	0.01920874	0.006356543	-0.0008737842	-0.0359814	-0.01234817	-0.01100577
545_215285070	545_215285070	-0.1660672	0.1404117	0.04338895	-0.04033538	0.01114785	0.003097388	0.0001619589	-0.03113083	-0.01079453	-0.006272367
546_215292450	546_215292450	-0.1660143	0.1393774	0.04927147	-0.03960706	0.01338109	0.003867397	-0.001649332	-0.02721357	-0.007760099	-0.009847861
547_1095920949	547_1095920949	-0.08391665	-0.03037685	0.09161184	0.145309	-0.002627056	0.005240726	0.001694361	-0.006689151	-0.001660957	-0.002116016
548_215292360	548_215292360	-0.1674629	0.1403243	0.04092341	-0.04260315	0.01198691	0.005414784	-0.001953968	-0.0320264	-0.01371697	0.002112537
549_1153942979	549_1153942979	-0.1547773	0.1296922	0.03595136	-0.04222517	0.01122993	0.001030149	0.0009802636	-0.005894881	-0.003878925	-0.002830891
550_1071528077	550_1071528077	-0.1466606	0.1234217	0.03175612	-0.03898497	0.00884293	0.001293032	4.084861e-05	-0.002357465	-0.0006165622	0.001707603
551_1141390133	551_1141390133	-0.1540972	0.1285555	0.03707737	-0.04388223	0.01121463	0.004091177	0.001708561	-0.01488205	-0.005879758	-0.002545801
552_HCSC11	552_HCSC11	-0.144868	0.1249886	0.04099762	-0.04482202	-0.03597022	0.001421759	-0.001048728	-0.002192876	0.001709947	-0.0002113021
553_EA4139	553_EA4139	-0.1666444	0.140718	0.04643553	-0.04506668	0.01453981	0.005774948	-0.001219129	-0.02938378	-0.01300486	-0.003884809
554_ARC609	554_ARC609	-0.1419414	0.1304491	0.04442012	-0.04710206	-0.0370166	-0.0007528707	-0.00242604	0.001499199	-0.0003251441	-0.003768205
555_710	555_710	-0.166728	0.1405545	0.046113	-0.04291478	0.02767246	0.005382917	0.0009292256	-0.02720515	-0.01086292	-0.007387311
556_422	556_422	-0.1621895	0.1397278	0.04672252	-0.04621628	0.01864321	0.001028126	-0.0007699059	-0.02385517	-0.01026682	-0.006233503
557_614	557_614	-0.1679102	0.143284	0.04153681	-0.04463126	0.02848187	0.003838165	0.001036663	-0.02783103	-0.01154917	-0.005686481
558_806	558_806	-0.1634414	0.14395	0.04287144	-0.04276184	0.01378488	0.002900726	-0.000576701	-0.02885275	-0.01076892	-0.005715793
559_518	559_518	-0.1707906	0.1424041	0.04781428	-0.04612927	0.01995277	0.004425398	0.0002800885	-0.02937129	-0.01151831	-0.01098085
560_902	560_902	-0.1675358	0.1412851	0.04517199	-0.0435006	0.01755733	0.005433783	-0.002966538	-0.0280927	-0.01337895	-0.00782199
561_134	561_134	-0.1647127	0.1418013	0.04609841	-0.04487377	0.01757213	0.002836765	-0.001949393	-0.0217523	-0.01053127	-0.0028885
562_230	562_230	-0.1663545	0.1422332	0.04829041	-0.04499194	0.02658553	0.006270474	-0.001018198	-0.02804637	-0.01041411	-0.005090648
563_326	563_326	-0.1658665	0.1425953	0.04616324	-0.04313585	0.01141969	0.002283813	8.108001e-05	-0.02625039	-0.008473997	-0.01046182
564_38	564_38	-0.1619297	0.1361185	0.04156862	-0.03878479	0.01619535	0.001704832	-0.0004670625	-0.02688103	-0.009262338	-0.009289286
565_215293670	565_215293670	-0.1685299	0.141908	0.04700943	-0.04836107	0.0136788	0.002595694	-0.002218958	-0.03047249	-0.01093963	-0.003844681
567_215285570	567_215285570	-0.1636967	0.1405737	0.04581207	-0.04734594	0.01526503	0.0037601	-0.001685351	-0.02885791	-0.01268654	-0.007591565
568_215290220	568_215290220	-0.1666235	0.1420006	0.04086178	-0.04097635	0.01279227	0.004353289	0.0002264774	-0.03342431	-0.01222444	-0.01018832
569_215284420	569_215284420	-0.1661992	0.142132	0.04438673	-0.04232293	0.02031291	0.005374743	0.0008397135	-0.0298199	-0.01685289	-0.002310415
570_215292110	570_215292110	-0.1632461	0.1385489	0.04493962	-0.04207735	0.01785486	0.004040951	-0.001402556	-0.02664919	-0.009358045	-0.006174475
571_1085433200	571_1085433200	-0.1574366	0.1338259	0.04020035	-0.03986098	0.01647246	0.0009117163	0.001847514	-0.01130252	-0.004114378	-0.002544306
572_215289890	572_215289890	-0.1657439	0.1394219	0.04676635	-0.04836248	0.01671251	0.002990627	0.0005950928	-0.02718968	-0.008524359	-0.003215757
573_1141428234	573_1141428234	-0.1610378	0.133243	0.04017777	-0.04076919	0.01752655	0.001659642	-0.0009897879	-0.02035485	-0.00881283	-0.005573156
574_1116311925	574_1116311925	-0.1478147	0.1186998	0.03583496	-0.03898703	0.01266304	0.001732495	0.002660457	-0.001350252	-0.0004406766	0.0004420867
575_1153917054	575_1153917054	-0.1547003	0.1299152	0.04275394	-0.04057755	0.0104122	-0.001262995	0.003208461	-0.008197611	-0.00685186	-0.005051395
576_EA4201	576_EA4201	-0.1610635	0.1378111	0.04089836	-0.04114219	0.008758293	0.004390151	-0.0006880606	-0.02661032	-0.01277878	-0.009940565
577_974	577_974	-0.1667542	0.1420022	0.04379144	-0.04237971	0.02294681	0.002248536	-0.0001300334	-0.02746365	-0.01105823	-0.006162445
578_ARC661	578_ARC661	-0.1381012	0.127445	0.04224627	-0.04592274	-0.03296163	-0.0006035099	-0.0005274168	0.003740753	0.003170212	0.0007523597
579_926	579_926	-0.1621293	0.1354222	0.0437624	-0.04454261	0.01448805	0.0008652896	0.001256366	-0.02150088	-0.006381279	-0.003850477
