FID	IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
1632_ARC593	1632_ARC593	0.02510703	0.2278161	0.007806287	-0.02777795	-0.01258735	-0.01485653	0.0244292	0.03074725	-0.005740189	-0.005240333
1633_701	1633_701	0.0268176	0.2311299	0.006345834	-0.02579023	-0.0133683	-0.008690243	0.01605422	0.02670832	-0.005500013	-0.008171197
1634_413	1634_413	0.0248816	0.2334889	0.005187209	-0.03103868	-0.01278063	-0.01243923	0.02031873	0.03828548	-0.006475055	-0.01277002
1635_605	1635_605	0.02582265	0.2343047	0.003463936	-0.0309864	-0.008657278	-0.01079885	0.01956278	0.03564583	-0.01126812	-0.01297682
1636_797	1636_797	0.02965103	0.2273352	0.003627209	-0.02607115	-0.005452483	-0.01072233	0.02158433	0.03375099	-0.01022453	-0.00820524
1637_509	1637_509	0.02718993	0.237724	0.01060424	-0.02772349	-0.01223295	-0.01106542	0.02202948	0.03074596	-0.009257584	-0.006190941
1638_893	1638_893	0.02435177	0.2272703	0.004463186	-0.02647796	-0.01097788	-0.01239969	0.02484522	0.03437628	-0.008297915	-0.007745059
1641_317	1641_317	0.02805802	0.2324236	0.008298188	-0.02839721	-0.01303895	-0.01312361	0.01866834	0.03269327	-0.009699464	-0.01382926
1642_29	1642_29	0.02600839	0.231679	0.006150216	-0.02848586	-0.01337092	-0.0145884	0.01972808	0.03651375	-0.008752774	-0.01309473
1643_215293070	1643_215293070	0.03005079	0.232636	0.008751261	-0.02603519	-0.01303383	-0.01132724	0.01727677	0.03616039	-0.005031294	-0.009551306
1644_215298860	1644_215298860	0.02763643	0.2323414	0.006279698	-0.02607032	-0.00649487	-0.009629442	0.02244708	0.03248988	-0.007167092	-0.01262243
1645_215294440	1645_215294440	0.0264235	0.2322825	0.00965282	-0.02908701	-0.01342292	-0.01492325	0.01896794	0.03268642	-0.006827657	-0.01000718
1646_215283960	1646_215283960	0.02598576	0.232967	0.005568208	-0.02770987	-0.01468882	-0.01475199	0.02441165	0.03566125	-0.01007595	-0.007781185
1647_215290040	1647_215290040	0.02314794	0.2293996	0.007438707	-0.02507994	-0.02033337	-0.01193018	0.02082778	0.03442924	-0.01037899	-0.007587801
1648_215293060	1648_215293060	0.02295912	0.2304197	0.008098572	-0.02682414	-0.01197234	-0.01388032	0.0183577	0.03204587	-0.00615036	-0.01036369
1649_1085466552	1649_1085466552	0.02524472	0.2283134	0.006560027	-0.02795946	-0.007297466	-0.01108926	0.02115633	0.03245491	-0.009617087	-0.008175
1650_215293360	1650_215293360	0.02743524	0.2336294	0.01062517	-0.03082623	-0.01216913	-0.014429	0.01987008	0.02916128	-0.008387914	-0.01512836
1651_1141430365	1651_1141430365	0.03075356	0.2321339	0.009859753	-0.02424153	-0.006828728	-0.01277851	0.02395156	0.03108039	-0.01004239	-0.007196043
1652_1109613939	1652_1109613939	0.02530446	0.2317205	0.01445038	-0.02923077	-0.01099519	-0.014823	0.02527509	0.03529458	-0.01136023	-0.01012002
1653_1153940373	1653_1153940373	0.02624813	0.2284867	0.004867616	-0.02543883	-0.01067689	-0.01198366	0.01842604	0.03362661	-0.009738051	-0.01362131
1654_EA4209	1654_EA4209	0.02275449	0.2349	0.007461132	-0.02649254	-0.008346272	-0.01245094	0.02047223	0.03479919	-0.009768933	-0.009228123
1655_965	1655_965	0.02654929	0.2364464	0.008703123	-0.02669518	-0.01411178	-0.01070534	0.02270534	0.03400714	-0.01455177	-0.01044214
1656_ARC640	1656_ARC640	0.03114606	0.235557	0.007813822	-0.02830509	-0.009679164	-0.01305014	0.02122328	0.03999298	-0.004810808	-0.006747524
1657_917	1657_917	0.02891303	0.2342791	0.008520119	-0.02582814	-0.01499325	-0.01559709	0.02145407	0.03387531	-0.008913799	-0.003337384
1658_725	1658_725	0.02616	0.2344002	0.005729281	-0.02808459	-0.01427021	-0.008947468	0.0198805	0.03753005	-0.009817018	-0.008201214
1659_533	1659_533	0.02726477	0.2323431	0.0106064	-0.02832419	-0.01168131	-0.01068315	0.01952432	0.03155308	-0.008681539	-0.006314664
1660_437	1660_437	0.02843353	0.2270927	0.007021729	-0.03087418	-0.009638357	-0.01186404	0.0199152	0.03613376	-0.007267014	-0.00343667
1661_821	1661_821	0.02454325	0.2281604	0.00540698	-0.02827391	-0.00642483	-0.008420968	0.02107118	0.03440459	-0.003035523	-0.00749864
1662_629	1662_629	0.02507709	0.2320972	0.002246457	-0.03048753	-0.01091212	-0.01040159	0.01867999	0.03368733	-0.008820771	-0.006920919
1663_53	1663_53	0.02800014	0.2293858	0.007430733	-0.0279757	-0.01455792	-0.01310593	0.02198193	0.03117575	-0.01226184	-0.00924814
1664_341	1664_341	0.02640218	0.2326749	0.004689322	-0.02931863	-0.006190139	-0.01067356	0.0222666	0.03284401	-0.01001516	-0.01133916
1665_149	1665_149	0.02692133	0.2316314	0.003887196	-0.02896578	-0.007437705	-0.01459188	0.0168565	0.03316999	-0.003362858	-0.007162731
1666_245	1666_245	0.02410067	0.2314512	0.006317312	-0.02808745	-0.01423941	-0.01403019	0.01956103	0.03049915	-0.01072332	-0.01442382
1667_215286680	1667_215286680	0.03072518	0.2332958	0.01123692	-0.0259235	-0.01097561	-0.01349583	0.02239137	0.03055775	-0.00921368	-0.01029218
1668_215291900	1668_215291900	0.02269447	0.2312139	0.009334126	-0.02629072	-0.01131823	-0.01300592	0.02380228	0.03548275	-0.0112922	-0.007502658
1669_215288040	1669_215288040	0.02542037	0.2354156	0.005796661	-0.03063912	-0.01022632	-0.0147891	0.01912979	0.03366989	-0.0107723	-0.008477807
1670_215293750	1670_215293750	0.0330673	0.2318264	0.003569061	-0.02397933	-0.00967349	-0.007967367	0.01494902	0.03972896	-0.005313763	-0.0110595
1671_215298510	1671_215298510	0.02807953	0.2326364	0.01106705	-0.0281079	-0.009436391	-0.01208439	0.02615628	0.03325322	-0.01062818	-0.01351235
1672_215297840	1672_215297840	0.02499621	0.2303163	0.006378816	-0.02810736	-0.0133353	-0.0145043	0.02256072	0.03058532	-0.007722936	-0.006345053
1673_215292420	1673_215292420	0.02454676	0.2390361	0.004918074	-0.03029711	-0.01326399	-0.01559929	0.0158131	0.03431785	-9.31079e-05	-0.007931633
1674_1153940292	1674_1153940292	0.02765488	0.2310509	0.01051421	-0.02469315	-0.005501971	-0.01276957	0.02124561	0.0350103	-0.008768804	-0.01159183
1675_1085420664	1675_1085420664	0.02735202	0.2254735	0.00795915	-0.02534395	-0.007618414	-0.009993522	0.02294259	0.03222561	-0.004854342	-0.01405234
1676_1150207381	1676_1150207381	0.02697275	0.2346518	0.006926246	-0.02364308	-0.007100432	-0.01246576	0.01884254	0.03241322	-0.01070456	-0.008463987
1677_1130826092	1677_1130826092	0.0284012	0.2300355	0.005934462	-0.02592243	-0.01166652	-0.01274012	0.01825371	0.0321662	-0.003278964	-0.008052798
1678_EA4166	1678_EA4166	0.02909969	0.234443	0.007463308	-0.02731901	-0.01426141	-0.008163554	0.01538905	0.03416441	-0.005444832	-0.01299346
1679_1001	1679_1001	0.02706327	0.2341102	0.007126939	-0.02517217	-0.01262875	-0.01493039	0.01942077	0.03620964	-0.004602837	-0.006897701
1680_ARC732	1680_ARC732	0.02623191	0.223799	0.008484703	-0.02702924	-0.008655535	-0.0103573	0.02036666	0.02816694	-0.008105511	-0.006208134
1681_953	1681_953	0.0259971	0.2312756	0.008954872	-0.02928895	-0.01453224	-0.01632272	0.02691648	0.03952493	-0.004750741	-0.00803669
1682_569	1682_569	0.0269685	0.2323687	0.007851743	-0.02723966	-0.00942853	-0.01204348	0.02306502	0.03108637	-0.002737261	-0.01542732
1683_761	1683_761	0.03164397	0.2328908	0.005666093	-0.02635597	-0.006105037	-0.0153112	0.01864006	0.03043519	-0.005783556	-0.01076441
1684_857	1684_857	0.02387197	0.2308053	0.007308512	-0.02711804	-0.006998608	-0.009136138	0.02544995	0.03070182	-0.006883661	-0.009646337
1685_473	1685_473	0.0248551	0.2341386	0.00268583	-0.02527556	-0.01384103	-0.01646739	0.0182793	0.03600857	-0.007937746	-0.01047613
1686_665	1686_665	0.02301909	0.2347526	0.0107862	-0.02963529	-0.007951027	-0.01184757	0.01975602	0.03366335	-0.006325634	-0.006782602
1687_377	1687_377	0.02652469	0.2320864	0.01192727	-0.0265872	-0.01423945	-0.01311776	0.02267952	0.03436494	-0.004223372	-0.01054899
1688_89	1688_89	0.0265509	0.23195	0.008204108	-0.02945835	-0.006601919	-0.01581386	0.02370921	0.03316895	-0.009368817	-0.01220475
1689_185	1689_185	0.02970664	0.2303838	0.007477914	-0.02901612	-0.01105841	-0.01474476	0.01905817	0.03325631	-0.01278214	-0.01107108
1690_281	1690_281	0.02817027	0.2361117	0.005232216	-0.02578322	-0.01955735	-0.01282879	0.01898821	0.03084684	-0.004965581	-0.006049602
1691_215290280	1691_215290280	0.0217367	0.2327215	0.006419553	-0.022611	-0.004879462	-0.009844711	0.02175528	0.03508304	-0.001474488	-0.009261126
1692_215293860	1692_215293860	0.02589238	0.2327354	0.007477514	-0.02905939	-0.007482071	-0.01121631	0.02436073	0.03814271	-0.009346865	-0.01026176
1693_215287710	1693_215287710	0.03269824	0.2343564	0.005203375	-0.0298724	-0.01578978	-0.01578411	0.01819056	0.03133815	-0.00800597	-0.01240025
1694_215294160	1694_215294160	0.02907219	0.2370746	0.008351165	-0.02742959	-0.02171591	-0.01585526	0.01590307	0.03702613	-0.007051144	-0.008960855
1695_215285140	1695_215285140	0.02774496	0.2305989	0.004936773	-0.02994546	-0.008801158	-0.01469772	0.01920565	0.03585822	-0.005455531	-0.004160248
1696_215298290	1696_215298290	0.0261694	0.2318642	0.00890429	-0.02204742	-0.01246507	-0.01337649	0.01666344	0.03350451	-0.007427246	-0.00961975
1697_215287210	1697_215287210	0.02903891	0.234984	0.005338341	-0.02218407	-0.01127756	-0.01038549	0.02129132	0.03123786	-0.006743061	-0.01233354
1698_1049793933	1698_1049793933	0.02930967	0.2332317	0.01117638	-0.03012432	-0.002956027	-0.01461902	0.01838743	0.03654069	-0.008096249	-0.006400195
1699_215289920	1699_215289920	0.02663522	0.2304135	0.008483564	-0.02413863	-0.01638796	-0.01158114	0.0207546	0.02848257	-0.006279855	-0.01510423
1700_1131618821	1700_1131618821	0.02585286	0.2328457	0.009983868	-0.02630238	-0.01353853	-0.01653725	0.02135226	0.030159	-0.009147831	-0.01130085
1701_1150210547	1701_1150210547	0.02539828	0.2255157	0.004766081	-0.02791182	-0.0141763	-0.01569844	0.01708517	0.03150498	-0.01136145	-0.01215593
1702_1102112721	1702_1102112721	0.02957958	0.2316221	0.009192489	-0.02930919	-0.01282702	-0.01361112	0.02235597	0.03321993	-0.006952165	-0.009424615
1703_1049755667	1703_1049755667	0.0250949	0.2345014	0.009526735	-0.03018049	-0.01336329	-0.01214598	0.01989785	0.03220792	-0.007842628	-0.01288329
1704_ARC819	1704_ARC819	0.02854673	0.2350002	0.009165904	-0.02855352	-0.009337766	-0.01352294	0.01501226	0.0293875	-0.008049501	-0.001639804
1705_EA3748	1705_EA3748	0.02913685	0.234481	0.008853307	-0.0290125	-0.01491664	-0.01522545	0.02481605	0.03416106	-0.01152871	-0.009061879
1706_ARC564	1706_ARC564	0.02300448	0.2273833	0.003992437	-0.02038067	-0.005962814	-0.01384309	0.02068174	0.03030941	-0.008757267	-0.008659735
1707_593	1707_593	0.02466282	0.2395859	0.005810571	-0.02999081	-0.01278735	-0.01270991	0.02077941	0.03481737	-0.008780465	-0.003814113
1708_785	1708_785	0.03413936	0.2441831	0.01273749	-0.02964624	-0.00810322	-0.01362923	0.02065	0.03246317	-0.005484969	-0.004727166
1709_881	1709_881	0.02827114	0.2335564	0.007537789	-0.03196484	-0.01186026	-0.01137134	0.01947686	0.03016605	-0.003077188	-0.01149166
1710_689	1710_689	0.02298925	0.2285925	0.002934806	-0.02948927	-0.008573146	-0.0116376	0.01681362	0.03576012	-0.008647012	-0.0110414
1711_401	1711_401	0.0267932	0.2328654	0.01332892	-0.03147185	-0.01075174	-0.01483327	0.0211095	0.03743489	-0.008807416	-0.006763387
1712_497	1712_497	0.02427591	0.2286953	0.007922269	-0.03040162	-0.006651439	-0.009890682	0.02111255	0.03321907	-0.008300401	-0.01508784
1713_305	1713_305	0.02513013	0.2311072	0.003245255	-0.02563258	-0.008476782	-0.01419049	0.02408102	0.03210335	-0.003446447	-0.01257542
1714_17	1714_17	0.02815465	0.2295976	0.008338018	-0.02424221	-0.01360598	-0.01648204	0.02302726	0.03913571	-0.001819152	-0.01164885
1716_209	1716_209	0.02071107	0.2266804	0.006941929	-0.02409901	-0.01189451	-0.01290238	0.01703905	0.03483135	-0.007378049	-0.01032547
1717_215294470	1717_215294470	0.02265838	0.230609	0.009646323	-0.02623922	-0.01238533	-0.01313737	0.0214464	0.03374451	-0.008902592	-0.008384925
1718_215299410	1718_215299410	0.02479298	0.2341244	0.006969895	-0.02707373	-0.006995339	-0.01265199	0.02063922	0.0316181	-0.008716176	-0.008571745
1719_215292720	1719_215292720	0.02635064	0.23695	0.008299804	-0.02825633	-0.005081699	-0.01434919	0.02419868	0.03643313	-0.01080499	-0.01162101
1720_215287240	1720_215287240	0.02754545	0.2354191	0.002177889	-0.02904037	-0.01293528	-0.011987	0.02246091	0.03197921	-0.002531696	-0.01440256
1721_215290380	1721_215290380	0.02673194	0.2296529	0.005546352	-0.02711198	-0.008236651	-0.01547337	0.02207723	0.03463052	-0.004909582	-0.007228899
1722_215288150	1722_215288150	0.0241214	0.2336776	0.01058109	-0.02301052	-0.01204345	-0.007378696	0.02554766	0.03136861	-0.009299705	-0.01148205
1723_1095918726	1723_1095918726	0.02693947	0.2312991	0.008406198	-0.02766711	-0.01290212	-0.0169882	0.02139518	0.03286844	-0.009979779	-0.01311814
1724_215292430	1724_215292430	0.02364863	0.231064	0.008123377	-0.02624455	-0.0105643	-0.01151004	0.02505721	0.03240424	-0.002008797	-0.01304973
1725_1153942706	1725_1153942706	0.01979993	0.2307521	0.007911166	-0.02760268	-0.007945899	-0.01157227	0.02063351	0.03889027	-0.01022685	-0.007827104
1726_1079243219	1726_1079243219	0.02637484	0.2269506	0.007535363	-0.02946178	-0.01461006	-0.01533909	0.0246497	0.03474294	0.002760093	-0.009966839
1727_1141390764	1727_1141390764	0.02288032	0.2311255	0.007751865	-0.03052777	-0.01327666	-0.01303803	0.02238773	0.03051317	-0.00575681	-0.008383544
1728_HCSC14	1728_HCSC14	0.02271294	0.2296945	0.007477646	-0.02677253	-0.01089684	-0.01181436	0.0247048	0.03139113	-0.004355705	-0.0173289
1729_EA3902	1729_EA3902	0.03001597	0.2338999	0.00664377	-0.03143521	-0.007268688	-0.01456225	0.01841421	0.03255974	-0.007913343	-0.004705222
1730_ARC614	1730_ARC614	0.01651792	0.2337364	0.008254242	-0.02621481	-0.009926208	-0.01134588	0.02152412	0.03138357	-0.01018094	-0.009302729
1731_713	1731_713	0.02399623	0.2331167	0.01325813	-0.02642744	-0.0111117	-0.01225182	0.02529155	0.03150204	-0.0127705	-0.008601663
1732_425	1732_425	0.02676718	0.2303138	0.008591371	-0.02586506	-0.006566632	-0.008389462	0.02186804	0.02896912	-0.006161309	-0.01258584
1733_617	1733_617	0.02594609	0.2283808	0.003501075	-0.02920574	-0.01119169	-0.01313241	0.02210706	0.0363793	-0.01212641	-0.0111683
1734_809	1734_809	0.02567713	0.2329108	0.004904748	-0.03397361	-0.0123942	-0.009136754	0.0216349	0.03316102	-0.009139038	-0.01005366
1735_521	1735_521	0.02402518	0.2311403	0.006591225	-0.02673752	-0.01107784	-0.009671796	0.02424415	0.03259589	-0.01381789	-0.01097635
1736_905	1736_905	0.02483549	0.2293716	0.007313417	-0.02674654	-0.0114099	-0.01221815	0.02202123	0.03223642	-0.007791878	-0.0130053
1737_137	1737_137	0.02414564	0.2359795	0.006600913	-0.03094461	-0.009117297	-0.01047773	0.01975268	0.03424393	-0.009680924	-0.01129231
1738_233	1738_233	0.02636649	0.2345979	0.009189922	-0.0279315	-0.01357611	-0.01037901	0.01970284	0.032202	-0.007351577	-0.006835686
1739_329	1739_329	0.02361032	0.2329082	0.0126769	-0.02848386	-0.01128353	-0.01345255	0.02218031	0.0341838	-0.006384455	-0.01039086
1740_41	1740_41	0.02763245	0.2298921	0.004507661	-0.02880361	-0.005521648	-0.009439483	0.0264466	0.03898656	-0.006370594	-0.004755941
1741_215298800	1741_215298800	0.02667058	0.2359218	0.006372381	-0.03087966	-0.008018558	-0.01310984	0.02022293	0.03458908	-0.009180524	-0.01614532
1742_215293150	1742_215293150	0.02230822	0.2284613	0.005972665	-0.02829813	-0.009125838	-0.01001083	0.02093558	0.03242488	-0.01115385	-0.008760595
1743_215294220	1743_215294220	0.02916686	0.2345425	0.008442782	-0.02543196	-0.008908019	-0.01043259	0.01851685	0.03265092	-0.005984498	-0.01021912
1744_215287300	1744_215287300	0.02944537	0.232529	0.003473024	-0.02698719	-0.006806155	-0.01296181	0.0222227	0.0338689	-0.004162231	-0.01534144
1745_215290050	1745_215290050	0.02764561	0.2296346	0.005532061	-0.02559032	-0.01214416	-0.0152704	0.01982261	0.02966954	-0.009889947	-0.01539951
1746_215298430	1746_215298430	0.02906425	0.2277865	0.008520183	-0.02869106	-0.01041076	-0.007948479	0.02220243	0.03390462	-0.008532158	-0.01456704
1747_1085436090	1747_1085436090	0.02597172	0.2286895	0.00779893	-0.02622545	-0.009390232	-0.009064694	0.02438223	0.02745727	-0.004894102	-0.009871125
1748_215289930	1748_215289930	0.02933243	0.2375394	0.003551595	-0.02890415	-0.01235656	-0.01059348	0.01872988	0.03115528	-0.00812664	-0.007328961
1749_1150151837	1749_1150151837	0.02829686	0.2255135	0.009242622	-0.0329882	-0.01090158	-0.01143053	0.01899535	0.03118679	-0.00917049	-0.01099688
1750_1125128271	1750_1125128271	0.02714428	0.2334153	0.004439386	-0.02889751	-0.01659459	-0.01455529	0.02030562	0.03646825	-0.009356188	-0.01036874
1751_1150204889	1751_1150204889	0.02324207	0.2272494	0.008496623	-0.02944682	-0.01406063	-0.01175916	0.01690486	0.03205792	-0.006276364	-0.008169226
1752_EA4061	1752_EA4061	0.03359661	0.2250372	0.006506496	-0.02633821	-0.01064877	-0.01293007	0.01561926	0.03180748	-0.008771949	-0.01048979
1753_977	1753_977	0.02493897	0.232575	0.0060095	-0.0289409	-0.01128842	-0.01044941	0.0240183	0.03074893	-0.01323417	-0.01532352
1754_ARC669	1754_ARC669	0.02803002	0.2260338	0.00400982	-0.02647533	-0.008760106	-0.01321269	0.02165952	0.03632507	-0.008276884	-0.008728313
1755_929	1755_929	0.03023768	0.2305112	0.007841959	-0.02701947	-0.01218836	-0.01795292	0.01877309	0.03339266	-0.01374514	-0.007674099
1756_737	1756_737	0.02415435	0.231076	0.008674651	-0.02552571	-0.01010927	-0.0130606	0.02034659	0.03631953	-0.007964069	-0.01305044
1757_545	1757_545	0.0253281	0.2271843	0.008335958	-0.02713046	-0.005234291	-0.01139648	0.02151787	0.03591773	-0.009775471	-0.008918269
1758_449	1758_449	0.02508366	0.2334252	0.007630191	-0.02718564	-0.01161468	-0.01264233	0.02280508	0.03001218	-0.01090369	-0.008518344
1759_833	1759_833	0.02019347	0.2177745	0.006721588	-0.02646296	-0.006413134	-0.01512291	0.0226263	0.03175405	-0.0029743	-0.006077919
1760_641	1760_641	0.02746327	0.2298776	0.01108793	-0.02343148	-0.007571376	-0.00921104	0.02408908	0.0364737	-0.007237999	-0.01365545
1761_65	1761_65	0.02591681	0.2334146	0.009955375	-0.03143358	-0.009326718	-0.01213455	0.02519927	0.03231497	-0.009002764	-0.01237809
1762_353	1762_353	0.02936006	0.2335956	0.01051353	-0.02535462	-0.01517974	-0.01077717	0.01678423	0.03175533	-0.005080659	-0.01049439
1763_161	1763_161	0.02498136	0.2326752	0.007079198	-0.02944943	-0.0009411108	-0.01011886	0.02027098	0.03483379	-0.009113728	-0.01486577
1764_257	1764_257	0.02376459	0.2304622	0.00663336	-0.02921299	-0.006839207	-0.01295841	0.01704351	0.03308792	-0.0003046405	-0.00859191
1765_215287340	1765_215287340	0.02555182	0.2304678	0.006041012	-0.02457013	-0.009794945	-0.01034027	0.02283779	0.03248203	-0.008837601	-0.01127715
1766_215290460	1766_215290460	0.03050831	0.2327693	0.0144843	-0.02651637	-0.003705246	-0.009815618	0.02622407	0.0313507	-0.01080268	-0.01055233
1767_215298950	1767_215298950	0.02571291	0.2330213	0.008939088	-0.02558538	-0.01024081	-0.01096156	0.01935541	0.0353548	-0.005849341	-0.013865
1768_215298650	1768_215298650	0.02688399	0.2306163	0.009528457	-0.02749319	-0.01799073	-0.01401156	0.01793736	0.03323478	-0.007458437	-0.01266882
1769_215299350	1769_215299350	0.02667762	0.2303649	0.007488364	-0.02673124	-0.01586522	-0.01412525	0.02541613	0.03589266	-0.009821671	-0.01175936
1770_215298150	1770_215298150	0.02632976	0.2328209	0.008207952	-0.02873436	-0.01341962	-0.01008286	0.02366295	0.03053129	-0.004071965	-0.00447493
1771_215292640	1771_215292640	0.02751138	0.2279911	0.008779013	-0.02639453	-0.008727276	-0.01449666	0.02326787	0.03147712	-0.006515194	-0.009116028
1772_1153942360	1772_1153942360	0.02487303	0.2263056	0.009407153	-0.02697799	-0.01133554	-0.0135633	0.02015733	0.02921312	-0.01063253	-0.01174674
1773_1085427841	1773_1085427841	0.02841586	0.2301214	0.007563899	-0.02669791	-0.01653011	-0.01034377	0.02267718	0.0389164	-0.007596867	-0.003970608
1774_1150146477	1774_1150146477	0.02620537	0.2297263	0.006342926	-0.02641767	-0.006682461	-0.009410035	0.01912545	0.03237279	-0.008045585	-0.005210681
1775_1131624936	1775_1131624936	0.02254487	0.2321729	0.006076961	-0.02623226	-0.0129924	-0.01380858	0.02013427	0.03348831	-0.009835858	-0.004719983
1776_EA4047	1776_EA4047	0.02599757	0.2379651	0.006990096	-0.02795883	-0.009573015	-0.01143429	0.02165759	0.03131063	-0.009728097	-0.01478774
1777_995	1777_995	0.024679	0.2323908	0.006571264	-0.03014528	-0.01571141	-0.01456985	0.01728796	0.03368429	-0.008105594	-0.009608783
1778_ARC716	1778_ARC716	0.02270275	0.2342248	0.005272434	-0.02874962	-0.004298698	-0.0110884	0.02250486	0.0339986	-0.01504974	-0.01193895
1779_947	1779_947	0.03254104	0.2292563	0.008488763	-0.02459472	-0.006883417	-0.01170949	0.01577909	0.04008186	-0.01020251	-0.004928428
1780_563	1780_563	0.02706193	0.2329587	0.004924948	-0.02748285	-0.01176163	-0.01102533	0.02309188	0.03644767	-0.01124958	-0.009902681
1781_755	1781_755	0.02191901	0.2317861	0.008427627	-0.02668106	-0.01382907	-0.01240612	0.02103803	0.03189244	-0.00486062	-0.01014518
1782_851	1782_851	0.0265107	0.2334789	0.005404245	-0.02687055	-0.007451915	-0.01228996	0.01792599	0.03629835	-0.009445428	-0.01353207
1783_467	1783_467	0.02602162	0.2288302	0.006789406	-0.02718715	-0.007351267	-0.01085381	0.02499625	0.03767271	-0.007116807	-0.01376416
1784_659	1784_659	0.02534247	0.229868	0.007997759	-0.02945821	-0.007607445	-0.01484844	0.01902408	0.03221537	-0.008488644	-0.01043422
1785_371	1785_371	0.02357877	0.2338794	0.008230378	-0.02753999	-0.0105263	-0.01468222	0.02013751	0.03617831	-0.007400758	-0.01067648
1786_83	1786_83	0.02336853	0.2301348	0.00421012	-0.02446044	-0.007462537	-0.009112525	0.01952875	0.03480436	-0.006413517	-0.005875949
1787_179	1787_179	0.02772899	0.2307947	0.004186448	-0.02803961	-0.01026999	-0.008440785	0.0187886	0.03240471	-0.009747829	-0.006867452
1788_275	1788_275	0.03028151	0.2338751	0.009478116	-0.02887768	-0.01058159	-0.009468543	0.02172627	0.03072089	-0.009397363	-0.01160821
1789_215290080	1789_215290080	0.02420618	0.2310907	0.008019747	-0.03043269	-0.006479264	-0.01577412	0.024045	0.03551055	-0.006309214	-0.009370028
1790_215294250	1790_215294250	0.02272771	0.2252477	0.005211694	-0.02185371	-0.01194545	-0.00971893	0.02274015	0.03324473	-0.008333449	-0.01104967
1791_215292250	1791_215292250	0.02411007	0.2316312	0.004596086	-0.02892504	-0.01118728	-0.009382352	0.02049763	0.0310266	-0.009645769	-0.003136439
1793_215288690	1793_215288690	0.02827537	0.2323278	0.005732684	-0.02689883	-0.009873264	-0.01065502	0.01866147	0.03273553	-0.007984866	-0.013309
1794_215299450	1794_215299450	0.02765541	0.2332475	0.008112082	-0.02723494	-0.0167682	-0.01023227	0.01977307	0.03387283	-0.008315091	-0.009219904
1795_215284010	1795_215284010	0.02687572	0.2280353	0.00770338	-0.0262087	-0.007948493	-0.01652312	0.02046234	0.03488409	-0.007090915	-0.008869188
1796_1041712675	1796_1041712675	0.02094272	0.2297568	0.005755046	-0.0215563	-0.005500442	-0.0106786	0.01950041	0.03138503	-0.005967893	-0.007689387
1797_215289950	1797_215289950	0.02861579	0.2342718	0.005777159	-0.02664383	-0.01004516	-0.01146407	0.02035744	0.03397667	-0.004693676	-0.01021708
1798_1130822546	1798_1130822546	0.02463175	0.2324855	0.01084759	-0.02466262	-0.008464715	-0.01302275	0.02522331	0.03368187	-0.009074701	-0.007171786
1799_1150202825	1799_1150202825	0.0276179	0.2254063	0.008954466	-0.02476238	-0.01001209	-0.009683748	0.01913612	0.03606491	-0.01041256	-0.01263652
1800_1102114279	1800_1102114279	0.02709745	0.2308503	0.008046447	-0.0325657	-0.009097874	-0.01057433	0.01637685	0.03549459	-0.006730314	-0.0083163
1801_1054542937	1801_1054542937	0.02489455	0.2346382	0.003080161	-0.03013397	-0.01088179	-0.01034566	0.01773007	0.0336951	-0.005393989	-0.004660191
1802_ARC805	1802_ARC805	0.03011788	0.230017	0.007181651	-0.0306929	-0.009870541	-0.01157704	0.01878824	0.03200299	-0.005920939	-0.006410985
1803_EA4168	1803_EA4168	0.02801888	0.2317376	0.006468929	-0.02421651	-0.01291919	-0.00741549	0.01924339	0.03270476	-0.005366738	-0.0109762
1804_ARC556	1804_ARC556	0.02640666	0.2240362	0.01076038	-0.0301936	-0.00433411	-0.01295527	0.02250585	0.04121938	-0.001131045	-0.006391258
1805_587	1805_587	0.02560838	0.2301397	0.006924577	-0.02873766	-0.008701822	-0.01034662	0.02093395	0.03413022	-0.007420748	-0.005325956
1806_779	1806_779	0.02439016	0.2310496	0.009959695	-0.02539424	-0.009912218	-0.01270646	0.01845771	0.02711721	-0.01022177	-0.008494183
1807_875	1807_875	0.02550336	0.2352067	0.01178123	-0.02529821	-0.01378657	-0.01238029	0.01709703	0.03843186	-0.003037701	-0.0139201
1808_683	1808_683	0.02316113	0.2292953	0.008551037	-0.0233168	-0.0123211	-0.01463845	0.01932809	0.03465662	-0.01159006	-0.01203937
1809_395	1809_395	0.026125	0.2288986	0.006267227	-0.02916406	-0.007683803	-0.005809399	0.02271225	0.0311323	-0.006372121	-0.00852622
1810_491	1810_491	0.02633539	0.2324873	0.007959813	-0.02849014	-0.009889312	-0.01149669	0.02778434	0.0332857	-0.006856843	-0.01261668
1811_299	1811_299	0.02685054	0.2278204	0.005234306	-0.02575705	-0.009481405	-0.01285838	0.02413386	0.03411651	-0.003739382	-0.009032035
1812_11	1812_11	0.02682897	0.2339292	0.006797575	-0.02981743	-0.01212691	-0.01522618	0.02048016	0.03527363	-0.008804352	-0.006022533
1813_107	1813_107	0.02462353	0.2308668	0.007307252	-0.03077016	-0.009528971	-0.01133123	0.02280147	0.03403998	-0.00891304	-0.01276549
1814_203	1814_203	0.02587879	0.2322386	0.002455209	-0.0283983	-0.00712083	-0.01487112	0.01848597	0.0294532	-0.01071974	-0.01357652
